8.46292	0.243462	-3.03909	-0.087429
8.4475	0.251491	-1.52218	0.050347
8.55793	0.242558	-0.00764173	-0.082604
8.45789	0.253812	-0.0119659	0.0448133
8.42391	0.253778	-1.78221	-0.0135338
8.24138	0.249233	-1.78244	-0.0187242
7.94677	0.189623	-3.7209	-0.257058
7.8391	0.160153	-3.71894	-0.310643
7.61699	0.154746	-3.234	-0.405196
7.53843	0.159172	-3.23463	-0.353044
7.49937	0.0968315	-1.94669	-0.43936
7.34361	0.0352428	-1.94557	-0.513471
7.20656	0.0068189	-2.76017	-0.282896
7.05408	-0.0524927	-2.76017	-0.358674
6.7612	-0.143836	-1.72677	-0.659112
6.84599	-0.257225	-1.72726	-0.775011
6.67636	-0.34464	-2.04894	-0.694204
6.64188	-0.460954	-2.05331	-0.795647
6.60514	-0.558147	-0.977966	-1.37832
6.56021	-0.650419	-0.980139	-1.40599
6.41603	-0.843281	-0.602543	-1.76655
6.45651	-1.05046	-0.616658	-1.89073
6.38797	-1.15092	-1.4254	-1.1359
6.2561	-1.24934	-1.43482	-1.18522
6.4152	-1.48207	1.05002	-2.73051
6.36551	-1.65608	1.03902	-2.77863
6.32974	-1.80051	-0.507212	-1.28146
6.24758	-1.94901	-0.532902	-1.36908
6.31143	-2.11269	0.916654	-2.58321
6.34666	-2.23836	0.916635	-2.58312
6.33112	-2.39454	0.194125	-2.00609
6.34911	-2.55081	0.179659	-2.04416
6.42509	-2.72063	0.877832	-2.70058
6.4334	-2.84299	0.881034	-2.69255
6.46633	-2.99998	0.480957	-2.3747
6.44219	-3.14893	0.462561	-2.41321
6.51735	-3.32185	0.960947	-2.92553
6.54581	-3.45796	0.965738	-2.91598
6.63294	-3.59629	1.3199	-3.20807
6.75901	-3.75492	1.33962	-3.17345
6.83684	-3.92352	0.942138	-2.83519
6.86056	-4.05849	0.944133	-2.8315
6.87301	-4.18709	0.917348	-2.80234
6.94292	-4.34465	0.921045	-2.79659
7.04832	-4.49253	0.513058	-2.35953
7.04173	-4.55162	0.534153	-2.32697
7.09953	-4.68213	0.917158	-2.62917
7.14739	-4.86057	0.901326	-2.65269
7.30312	-5.05335	1.46598	-3.19655
7.30586	-5.15556	1.47447	-3.18377
7.30364	-5.23741	1.05397	-2.74135
7.44563	-5.45176	1.05298	-2.74351
7.62064	-5.61774	1.13083	-2.74382
7.64439	-5.66908	1.16344	-2.70044
7.61234	-5.75264	1.04669	-2.6108
7.73289	-5.95257	1.04283	-2.61645
7.81647	-6.07619	1.83728	-3.40002
7.95606	-6.24332	1.85493	-3.37818
8.16602	-6.43958	1.18187	-2.66017
8.16042	-6.45599	1.21683	-2.61631
8.09764	-6.52492	1.14321	-2.58291
8.2522	-6.74627	1.14087	-2.58666
8.26094	-6.79097	1.28785	-2.68524
8.44269	-6.95759	1.32316	-2.64413
8.40316	-7.02253	1.2084	-2.56177
8.54749	-7.24244	1.199	-2.57362
8.63919	-7.39382	1.77066	-3.18138
8.73544	-7.54231	1.77849	-3.17241
8.87123	-7.71133	0.878019	-2.19815
8.8469	-7.75653	0.883751	-2.19099
8.88312	-7.8878	1.33924	-2.66866
8.95946	-8.03777	1.33554	-2.67287
8.87243	-8.02303	0.752134	-2.00734
9.05603	-8.24088	0.763336	-1.99639
9.17081	-8.46305	1.33193	-2.62798
9.155	-8.54953	1.31754	-2.64285
9.23076	-8.68567	0.795476	-2.01141
9.246	-8.76919	0.795475	-2.01115
9.3674	-9.00472	2.28511	-3.6745
9.44774	-9.15399	2.28593	-3.67336
9.51031	-9.25273	1.06321	-2.19326
9.54201	-9.35217	1.05814	-2.19822
9.48697	-9.42719	0.990785	-2.19515
9.54746	-9.6474	0.944171	-2.24221
9.69017	-9.87655	1.27696	-2.70876
9.64822	-9.93572	1.26191	-2.72258
9.61245	-9.96898	0.736364	-2.05888
9.73632	-10.1384	0.752112	-2.04458
9.91629	-10.4544	0.944689	-2.32911
9.75934	-10.4753	0.888592	-2.38058
9.72468	-10.5182	1.04368	-2.60227
9.84907	-10.7508	1.03533	-2.61055
9.89083	-10.9287	0.590338	-2.09709
9.83779	-11.0412	0.544393	-2.13778
9.84247	-11.1676	0.695319	-2.40162
9.8462	-11.3484	0.651299	-2.43997
9.88353	-11.5528	0.607809	-2.45887
9.83366	-11.6317	0.584986	-2.47764
9.86444	-11.8321	-0.201073	-1.37151
9.75133	-11.8454	-0.232568	-1.39676
9.7018	-11.9674	0.160711	-2.1151
9.6545	-12.1483	0.0946689	-2.16811
9.72458	-12.3781	-0.276944	-1.55387
9.55176	-12.3501	-0.321484	-1.58715
9.41165	-12.3846	-0.720055	-1.04717
9.36099	-12.5479	-0.779642	-1.09221
9.3428	-12.7034	-0.589023	-1.54113
9.22302	-12.7619	-0.634318	-1.57342
9.17642	-12.9722	-1.43516	-0.23838
8.84653	-12.9529	-1.58225	-0.339709
8.71975	-12.963	-1.49727	-0.640504
8.66304	-13.0422	-1.50016	-0.642683
8.55919	-13.1545	-1.77671	-0.232742
8.35972	-13.156	-1.84452	-0.275422
8.23927	-13.1632	-2.12369	0.390161
8.03741	-13.1512	-2.18965	0.350387
7.83787	-13.0582	-2.18506	0.264509
7.76436	-13.1623	-2.20317	0.253287
7.66004	-13.2977	-1.94999	-0.520187
7.45005	-13.2532	-1.9992	-0.547121
7.23233	-13.105	-2.30493	0.36296
7.15894	-13.2351	-2.32742	0.350213
6.9064	-12.9728	-2.6462	1.19764
6.84729	-13.1445	-2.68185	1.17834
6.7664	-13.2229	-2.60616	0.93961
6.5589	-13.07	-2.61607	0.935359
6.39863	-13.0787	-2.42918	0.25453
6.26181	-13.0536	-2.42739	0.255432
6.11014	-13.0056	-2.59412	0.817517
5.94246	-12.9496	-2.6102	0.810426
5.81183	-12.8442	-2.96199	2.09793
5.6513	-12.7366	-2.9704	2.09438
5.49039	-12.5855	-2.54981	0.789698
5.43667	-12.6497	-2.51656	0.802834
5.28573	-12.4821	-2.79761	1.85591
5.13065	-12.4666	-2.82904	1.84294
5.03268	-12.3831	-2.68814	1.48171
4.92906	-12.2509	-2.63373	1.50271
4.75631	-11.9946	-2.7138	1.83617
4.75645	-12.0632	-2.65651	1.85666
4.68259	-11.9134	-2.62624	2.04046
4.64185	-11.7453	-2.51798	2.08037
4.5821	-11.6266	-2.15823	1.37732
4.54812	-11.5702	-2.09185	1.40174
4.48238	-11.3693	-2.78822	3.44725
4.43877	-11.1505	-2.69807	3.48076
4.41246	-11.0301	-1.69605	1.38938
4.44887	-10.9304	-1.57591	1.43486
4.44066	-10.7899	-1.79136	2.08755
4.45571	-10.6462	-1.68452	2.12944
4.45351	-10.5731	-1.57141	2.05532
4.43924	-10.3406	-1.4694	2.09724
4.50371	-10.2383	-1.24038	1.93483
4.54712	-10.0456	-1.11724	1.98681
4.61886	-9.96937	-0.999508	1.99939
4.6362	-9.75169	-0.901862	2.04354
4.6068	-9.44998	-0.876045	2.17103
4.74221	-9.45818	-0.778229	2.21656
4.87675	-9.39255	-0.249645	1.72919
4.94692	-9.14182	-0.125197	1.79258
4.95329	-8.96987	0.18901	1.52592
5.03965	-8.94862	0.221217	1.5433
5.19434	-8.88845	0.247194	1.68384
5.26777	-8.63882	0.355776	1.74724
5.37466	-8.56587	0.871961	1.36
5.44807	-8.42878	0.918094	1.38929
5.55858	-8.4409	0.849299	1.45764
5.53999	-8.24595	0.855611	1.46263
5.64577	-8.03624	0.924508	1.55871
5.84791	-7.95582	1.0213	1.62596
5.93467	-7.84236	1.26556	1.50402
6.05878	-7.73604	1.30912	1.53745
6.13711	-7.63385	1.33289	1.53783
6.25568	-7.54345	1.36144	1.56121
6.38804	-7.46243	1.53008	1.48297
