0	0	0	0
0	0	0	0
2.09897	0.0522228	2.19595	0.109339
2.09897	0.0522228	2.19595	0.109339
4.29136	0.215312	2.28434	0.226323
4.29136	0.215312	2.28434	0.226323
6.56942	0.496096	2.36382	0.348847
6.56942	0.496096	2.36382	0.348847
8.92437	0.89924	2.43359	0.474526
8.92437	0.89924	2.43359	0.474526
11.3468	1.427	2.49328	0.600781
11.3468	1.427	2.49328	0.600781
13.827	2.07904	2.5429	0.724947
13.827	2.07904	2.5429	0.724947
16.3554	2.85243	2.58284	0.844365
16.3554	2.85243	2.58284	0.844365
18.923	3.74161	2.61382	0.95648
18.923	3.74161	2.61382	0.95648
21.5215	4.73855	2.63679	1.05891
21.5215	4.73855	2.63679	1.05891
24.1437	5.83295	2.65286	1.14952
24.1437	5.83295	2.65286	1.14952
26.7833	7.01246	2.6632	1.22647
26.7833	7.01246	2.6632	1.22647
29.4352	8.26299	2.66893	1.28822
29.4352	8.26299	2.66893	1.28822
32.0955	9.56901	2.67104	1.33358
32.0955	9.56901	2.67104	1.33358
34.7608	10.9139	2.67035	1.3617
34.7608	10.9139	2.67035	1.3617
37.4287	12.2803	2.66736	1.37209
37.4287	12.2803	2.66736	1.37209
40.0971	13.6505	2.66232	1.36458
40.0971	13.6505	2.66232	1.36458
42.7638	15.0065	2.65515	1.33938
42.7638	15.0065	2.65515	1.33938
45.4265	16.3307	2.64546	1.297
45.4265	16.3307	2.64546	1.297
48.0823	17.6063	2.6326	1.23832
48.0823	17.6063	2.6326	1.23832
50.7276	18.8172	2.61569	1.16454
50.7276	18.8172	2.61569	1.16454
53.3577	19.9486	2.59372	1.07716
53.3577	19.9486	2.59372	1.07716
55.9669	20.9874	2.56561	0.978022
55.9669	20.9874	2.56561	0.978022
58.5483	21.9225	2.53033	0.869205
58.5483	21.9225	2.53033	0.869205
61.0941	22.7449	2.48697	0.753031
61.0941	22.7449	2.48697	0.753031
63.5955	23.4479	2.43482	0.631987
63.5955	23.4479	2.43482	0.631987
66.0431	24.0276	2.37349	0.508655
66.0431	24.0276	2.37349	0.508655
68.4273	24.4824	2.30293	0.385623
68.4273	24.4824	2.30293	0.385623
70.7385	24.8137	2.22347	0.265395
70.7385	24.8137	2.22347	0.265395
72.9675	25.025	2.13584	0.150292
72.9675	25.025	2.13584	0.150292
75.1062	25.1224	2.04114	0.0423626
75.1062	25.1224	2.04114	0.0423626
